#c49900	abandoned	Got started but no progress in a long time
#9fffa8	accepted	Committed to work on this
#8bff3f	available	Up for anyone to work on
#d73a4a	bug	Something isn't working
#ff9a00	blocked	Dependent on and waiting for something else
#0075ca	documentation	Improvements or additions to documentation
#7ea9ca	documentation candidate	Potential additions to documentation if asked more often or heavily commented on
#98ba98	duplicate	This issue or pull request already exists
#ff5fc9	enhancement	New feature or request
#00eeff	faq	Frequently asked question / raised issue
#6ecf33	good first issue	Good for newcomers
#ffff60	help wanted	Extra attention is needed
#faf200	help needed	Cannot solve this on my own
#d876e3	information needed	Further information is requested
#efefcf	invalid	This doesn't seem right
#ffe6cf	offtopic	Out of scope of this project
#ff9082	question	Not a bug or enhancement, just requiring information or help
#ffdf80	review needed	Need another opinion or think about it
#283540	wontfix	This will not be worked on
